"bioID","firstName","middleName","lastName","nameGiven","fullGivenName","marriedName","nameNick","pos","firstseason","lastseason","height","weight","college","collegeOther","birthDate","birthCity","birthState","birthCountry","highSchool","hsCity","hsState","hsCountry","deathDate"
"hledeko01w","Korie","","Hlede","","Korie Hlede","","","G","0","0","69","150","Duquesne","","1975-03-29","","","","","","","","0000-00-00"
"hodgeda01w","Dale","","Hodges","","Dale Hodges","","","G-F","0","0","73","170","St. Joseph's","","1968-01-21","Philadelphia","PA","USA","Central","Trenton","NJ","USA","0000-00-00"
"hodgedo01w","Doneeka","","Lewis (nee Hodges)","","Doneeka Lewis","","","G","0","0","69","160","Louisiana State","","1982-07-19","","","","","","","","0000-00-00"
"hodgero01w","Roneeka","","Hodges","","Roneeka Hodges","","","G","0","0","71","165","Florida State","","1982-07-19","","","","","","","","0000-00-00"
"hodgesa01w","Sandra","","Hodge","","Sandra Hodge","","Sweetness","F-G","0","0","69","0","New Orleans","","1962-07-31","Clinton","MS","USA","","","","","0000-00-00"
"hoffmeb01w","Ebony","","Hoffman","","Ebony Hoffman","","","F","0","0","74","215","USC","","1982-08-27","","","","Narbonne","Harbor City","CA","USA","0000-00-00"
"holdeta99w","Tammy","","Holder","","Tammy Holder","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"holdsch01w","Chamique","Shaunta","Holdsclaw","","Chamique Holdsclaw","","","F","0","0","74","172","Tennessee","","1977-08-09","Astoria","NY","USA","Christ the King","Middle Village","NY","USA","0000-00-00"
"hollake01w","Kedra","","Holland-Corn","","Kedra Holland-Corn","","","G","0","0","68","129","Georgia","","1974-11-05","","","","","","","","0000-00-00"
"holliqu01w","Quanitra","","Hollingsworth","","Quanitra Hollingsworth","","","C","0","0","77","201","Virginia Commonwealth","","1988-11-15","Portsmouth","VA","USA","Great Bridge","Chesapeake","VA","USA","0000-00-00"
"holmejo01w","Joy","","Holmes-Harris","","Joy Holmes-Harris","","","F","0","0","70","150","Purdue","","1969-03-31","","","","","","","","0000-00-00"
"holmese01w","Sequoia","","Holmes","","Sequoia Holmes","","","G-F","0","0","73","155","UNLV","","1986-06-13","","","","","","","","0000-00-00"
"holtam01w","Amber","","Holt","","Amber Holt","","","F","0","0","72","168","Middle Tennessee State","","1985-06-07","","","","","","","","0000-00-00"
"hopeky01w","Kymberly","N.","Hope","","Kym Hope","","Kym,Hollywood","C","0","0","74","165","Miami (FL)","","1977-11-23","Hollywood","FL","USA","McArthur","Miami","FL","USA","0000-00-00"
"hopsosu01w","Susie","","Hopson-Shelton","","Susie Hopson-Shelton","","","F-C","0","0","74","175","Mars Hill","","1974-06-21","","","","","","","","0000-00-00"
"hornbal01w","Alexis","","Hornbuckle","","Alexis Hornbuckle","","","G","0","0","71","155","Tennessee","","1985-10-16","","","","South Charleston","South Charleston","WV","USA","0000-00-00"
"houstch01w","Charde","","Houston","","Charde Houston","","","F","0","0","72","189","Connecticut","","1986-04-10","","","","","","","","0000-00-00"
"houtsas01w","Ashley","","Houts","","Ashley Houts","","","G","0","0","66","140","Georgia","","1987-12-31","Trenton","GA","USA","Dade County","Trenton","GA","USA","0000-00-00"
"howarje01w","Jennifer","","Howard","","Jennifer Howard","","","G","0","0","66","130","North Carolina State","","1975-01-21","","","","Fred T. Foard","Vale","NC","USA","0000-00-00"
"howarme01w","Melody","","Howard","","Melody Howard","","","G","0","0","69","145","SW Missouri State","","1972-04-02","","","","","","","","0000-00-00"
"hudsopa01w","Pam","","Hudson","","Pam Hudson","","","F","0","0","71","139","Northwestern State","","1968-09-19","","","","","","","","0000-00-00"
"hugheda99w","Dan","","Hughes","","Dan Hughes","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"hullaja99w","Jacquie","","Hullah","","Jacquie Hullah","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"humphta01w","Tasha","","Humphrey","","Tasha Humphrey","","","C","0","0","75","190","Georgia","","1985-12-29","Gainesville","GA","USA","Gainesville","Gainesville","GA","USA","0000-00-00"
"ibekwif01w","Ify","","Ibekwe","","Ify Ibekwe","","","F","0","0","74","0","Arizona","","1989-10-05","Carson","CA","USA","","","","","0000-00-00"
"irvinsa01w","Sandora","","Irvin","","Sandora Irvin","","","F","0","0","75","185","Texas Christian","","1982-02-23","","","","","","","","0000-00-00"
"ivanyda01w","Dalma","","Ivanyi","","Dalma Ivanyi","","","G","0","0","70","135","Florida International","","1976-03-18","","","","","","","","0000-00-00"
"iveyni01w","Niele","","Ivey","","Niele Ivey","","","G","0","0","67","149","Notre Dame","","1977-09-24","","","","","","","","0000-00-00"
"jacksan01w","Angela","","Jackson","","Angela Jackson","","","C","0","0","76","205","Texas","","1976-03-30","","","","","","","","0000-00-00"
"jacksde01w","Deanna","","Jackson","","Deanna Jackson","","","F","0","0","74","155","Alabama-Birmingham","","1979-12-15","","","","","","","","0000-00-00"
"jacksgw01w","Gwen","","Jackson","","Gwen Jackson","","","F","0","0","75","182","Tennessee","","1980-10-23","","","","Eufaula","Eufaula","AL","USA","0000-00-00"
"jacksla01w","Lauren","Elizabeth","Jackson","","Lauren Jackson","","","F-C","0","0","77","187","","","1981-05-11","Albury","NSW","AUS","","","","","0000-00-00"
"jacksta01w","Tammy","Eloise","Jackson","","Tammy Jackson","","","F-C","0","0","75","179","Florida","","1962-12-03","Gainesville","FL","USA","","","","","0000-00-00"
"jacksta02w","Tamicha","","Jackson","","Tamicha Jackson","","","G","0","0","66","118","Louisiana Tech","","1978-04-22","","","","","","","","0000-00-00"
"jacksti01w","Tia","","Jackson","","Tia Jackson","","","F","0","0","71","148","Iowa","","1972-04-21","","","","","","","","0000-00-00"
"jacksti02w","Tiffany","","Jackson","","Tiffany Jackson","","","F","0","0","75","185","Texas","","1985-04-26","","","","Duncanville","Duncanville","TX","USA","0000-00-00"
"jacobam01w","Amber","","Jacobs","","Amber Jacobs","","","G","0","0","68","152","Boston College","","1982-06-29","","","","","","","","0000-00-00"
"jacobje01w","Jennifer","","Jacoby","","Jennifer Jacoby","","","G","0","0","68","130","Purdue","","1973-02-20","Rossville","IN","USA","Rossville","Rossville","IN","USA","0000-00-00"
"jamesta01w","Tamara","","James","","Tamara James","","","F","0","0","69","158","Miami (FL)","","1984-06-13","","","","","","","","0000-00-00"
"januabr01w","Briann","","January","","Briann January","","","G","0","0","68","144","Arizona State","","1987-01-11","","","","","","","","0000-00-00"
"jekaban01w","Anete","","Jekabsone-Zogota","","Anete Jekabsone-Zogota","","","G","0","0","69","180","","","1983-08-12","Saldus","LAT","URS","","","","","0000-00-00"
"jenkica99w","Carolyn","","Jenkins","","Carolyn Jenkins","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"joensca01w","Cathy","","Joens","","Cathy Joens","","","G-F","0","0","71","165","George Washington","","1981-02-12","","","","","","","","0000-00-00"
"johnsad01w","Adrienne","","Johnson","","Adrienne Johnson","","","G","0","0","70","154","Ohio State","","1974-02-05","","","","","","","","0000-00-00"
"johnsch01w","Chandra","","Johnson","","Chandra Johnson","","","C","0","0","75","185","Wisconsin-Green Bay","","1981-03-19","","","","","","","","0000-00-00"
"johnsda01w","Dana","","Johnson","","Dana Johnson","","","C","0","0","74","197","Tennessee","","1973-02-19","","","","","","","","0000-00-00"
"johnsgl01w","Glory","","Johnson","","Glory Johnson","","","F","0","0","75","170","Tennessee","","1990-07-27","","","","Webb School of Knoxville","Knoxville","TN","USA","0000-00-00"
"johnsja01w","Jaclyn","","Johnson","","Jaclyn Johnson","","","F","0","0","72","201","Kansas","","1979-03-16","","","","","","","","0000-00-00"
"johnsla01w","LaTonya","","Johnson","","LaTonya Johnson","","","F","0","0","73","150","Memphis","","1975-08-17","","","","","","","","0000-00-00"
"johnsle01w","Leslie","","Johnson","","Leslie Johnson","","","F","0","0","74","220","Western Kentucky","","1975-01-12","","","","Northrop","Fort Wayne","IN","USA","0000-00-00"
"johnsni01w","Niesa","","Johnson","","Niesa Johnson","","","G","0","0","69","146","Alabama","","1973-02-07","","","","","","","","0000-00-00"
"johnspo01w","Pollyanna","","Johns Kimbrough","","Pollyanna Johns Kimbrough","","","C","0","0","75","165","Michigan","","1975-11-06","","","","","","","","0000-00-00"
"johnssh01w","Shannon","Regina","Johnson","","Shannon Johnson","","Pee-Wee","G","0","0","67","152","South Carolina","","1974-08-18","Hartsville","SC","USA","Hartsville","Hartsville","SC","USA","0000-00-00"
"johnssh02w","Shenise","","Johnson","","Shenise Johnson","","","G","0","0","71","0","Miami","","1990-12-08","","","","Rush-Henrietta","Henrietta","NY","USA","0000-00-00"
"johnste01w","Temeka","","Johnson","","Temeka Johnson","","","G","0","0","63","132","Louisiana State","","1982-09-06","","","","","","","","0000-00-00"
"johnsti01w","Tiffani","","Johnson","","Tiffani Johnson","","","C","0","0","76","240","Tennessee","","1975-12-27","","","","","","","","0000-00-00"
"johnsvi01w","Vickie","","Johnson","","Vickie Johnson","","","G-F","0","0","69","150","Louisiana Tech","","1972-04-15","Coushatta","LA","USA","","","","","0000-00-00"
"jollyke01w","Kellie","","Jolly Harper","","Kellie Jolly Harper","","","G","0","0","69","148","Tennessee","","1977-05-03","","","","","","","","0000-00-00"
"jonesas01w","Asjha","Takera","Jones","","Asjha Jones","","","F","0","0","74","196","Connecticut","","1980-08-01","Piscataway","NJ","USA","Piscataway","Piscataway","NJ","USA","0000-00-00"
"jonesch01w","Chandi","","Jones","","Chandi Jones","","","G-F","0","0","69","150","Houston","","1982-03-25","","","","Bay City","Bay City","TX","USA","0000-00-00"
"jonesja01w","Jameka","","Jones","","Jameka Jones","","","G","0","0","69","158","UNC Charlotte","","1978-09-13","","","","","","","","0000-00-00"
"joneskc01w","K.C.","","Jones","","K.C. Jones","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"jonesla01w","Larecha","","Jones","","Larecha Jones","","","G","0","0","73","180","Ohio State","","1977-07-24","","","","","","","","0000-00-00"
"jonesma01w","Marion","Lois","Jones","","Marion Jones","Marion Jones-Thompson","","G","0","0","70","150","North Carolina","","1975-10-12","Los Angeles","CA","USA","Rio Mesa (fr-so); Thousand Oaks (jr-sr)","Oxnard/Thousand Oaks","CA","USA","0000-00-00"
"jonesme01w","Merlakia","","Jones","","Merlakia Jones","","","G","0","0","69","147","Florida","","1973-07-21","","","","","","","","0000-00-00"
"jordapa01w","Pauline","","Jordan","","Pauline Jordan","","","C","0","0","75","205","UNLV","","1968-04-27","","","","","","","","0000-00-00"
"joyneja01w","Jacki","","Joyner-Kersee","","Jacki Joyner-Kersee","","","F","0","0","70","154","UCLA","","1962-03-03","","","","","","","","0000-00-00"
"kaplaan01w","Anita","","Kaplan","","Anita Kaplan","","","C","0","0","77","180","Stanford","","1973-04-22","","","","","","","","0000-00-00"
"kausaan01w","Aneta","","Kausaite","","Aneta Kausaite","","","F","0","0","72","155","Emporia State","","1970-11-30","","","","","","","","0000-00-00"
"kellycr01w","Crystal","","Kelly","","Crystal Kelly","","","F","0","0","74","190","Western Kentucky","","1986-09-15","","","","Sacred Heart Academy","Louisville","KY","USA","0000-00-00"
"kenlaje99w","Jessie","","Kenlaw","","Jessie Kenlaw","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"keyst99wc","Steven","","Key","","Steven Key","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"kingbsu01w","Susan","","King Borchardt","","Susan King Borchardt","","","G","0","0","67","135","Stanford","","1981-07-27","","","","Academy of Holy Angels","Richfield","MN","USA","0000-00-00"
"kingija01w","Jae","","Kingi-Cross","","Jae Kingi-Cross","","","G","0","0","68","150","","","1976-01-20","","","","","","","","0000-00-00"
"kizerly01w","Lynetta","","Kizer","","Lynetta Kizer","","","F-C","0","0","76","215","Maryland","","1990-04-04","","","","Potomac Senior","Woodbridge","VA","USA","0000-00-00"
"klimezu01w","Zuzana","","Klimesova","","Zuzi Klimesova","","Zuzi","F","0","0","74","181","Vanderbilt","","1979-01-21","Prague","","TCH","","","","","0000-00-00"
"kloppga99wc","Gary","","Kloppenburg","","Gary Kloppenburg","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"kobryew01w","Ewelina","","Kobryn","","Ewelina Kobryn","","","F-C","0","0","75","210","","","1982-05-07","Tarnobrzeg","","POL","","","","","0000-00-00"
"koehnla01w","Laurie","","Koehn","","Laurie Koehn","","","G","0","0","68","145","Kansas State","","1982-05-13","","","","","","","","0000-00-00"
"korstil01w","Ilona","Kalyuvna","Korstine","","Ilona Korstine","","","G","0","0","70","160","","","1980-05-30","St. Petersburg","RUS","URS","","","","","0000-00-00"
"kossgr01w","Greta","","Koss","","Greta Koss","Greta Koss Buehler (Eric Buehler)","","F","0","0","73","145","Montana","","1974-06-12","","","","","","","","0000-00-00"
"kostaan01w","Anastasia","","Kostaki","","Anastasia Kostaki","","","G","0","0","67","137","","","1978-03-26","Athens","","GRE","","","","","0000-00-00"
"kostita01w","Tanja","","Kostic","","Tanja Kostic","","","F","0","0","73","163","Oregon State","","1972-11-10","","","","","","","","0000-00-00"
"kraayca01w","Cathrine","","Kraayeveld","","Cathrine Kraayeveld","","","F","0","0","76","180","Oregon","","1981-09-30","","","","","","","","0000-00-00"
"kubikni01w","Nicole","","Kubik","","Nicole Kubik","","","G","0","0","69","145","Nebraska","","1978-03-01","","","","","","","","0000-00-00"
"kukloan01w","Andrea","","Kuklova","","Andrea Kuklova","","","G","0","0","72","150","","","1971-07-16","","","","","","","","0000-00-00"
"laceyal01w","Alison","Mavis","Lacey","","Alison Lacey","","","G","0","0","72","159","Iowa State","","1987-12-26","Canberra","","AUS","","","","","0000-00-00"
"laceytr99w","Trudi","","Lacey","","Trudi Lacey","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"lacyje01w","Jennifer","","Lacy","","Jennifer Lacy","","","F","0","0","75","175","Pepperdine","","1983-03-21","","","","","","","","0000-00-00"
"lacyna01w","Natasha","","Lacy","","Natasha Lacy","","","G","0","0","70","165","UTEP (sr)","Texas Christian (fr-jr)","1985-07-08","El Paso","TX","USA","Montwood","El Paso","TX","USA","0000-00-00"
"lacyve01w","Venus","Milette","Lacy","","Venus Lacy","","","C","0","0","76","234","Louisiana Tech","","1967-02-09","Ruston","LA","USA","","","","","0000-00-00"
"laimbbi01w","Bill","","Laimbeer","","Bill Laimbeer","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"lambesh01w","Sheila","Monique","Lambert","","Sheila Lambert","","","G","0","0","67","125","Baylor","Grayson County (JC)","1980-07-21","Seattle","WA","USA","Chief Sealth","Seattle","WA","USA","0000-00-00"
"lambmo01w","Monica","","Lamb","","Monica Lamb","","","C","0","0","77","206","USC","","1964-10-11","","","","","","","","0000-00-00"
"langeme01w","MerleLynn","Sabine","Lange-Harris","","MerleLynn Lange-Harris","","","F-C","0","0","78","205","UNLV","","1969-04-28","Toronto","ON","CAN","","","","","0000-00-00"
"langhcr01w","Crystal","","Langhorne","","Crystal Langhorne","","","F-C","0","0","74","184","Maryland","","1986-10-27","","","","Willingboro","Willingboro","NJ","USA","0000-00-00"
"langja01w","Jamillah","","Lang","","Jamillah Lang","","","F","0","0","72","185","Colorado","","1972-06-23","","","","","","","","0000-00-00"
"larakr01w","Krystyna","","Lara (nee Szymanska)","","Krystyna Lara","","","G","0","0","68","130","","","1969-09-30","Nidzica","","POL","","","","","0000-00-00"
"larkier01w","Erlana","","Larkins","","Erlana Larkins","","","F","0","0","73","210","North Carolina","","1986-04-02","","","","The Benjamin School","North Palm Beach","FL","USA","0000-00-00"
"lassiam01w","Amanda","","Lassiter","","Amanda Lassiter","","","F","0","0","73","160","Missouri","","1979-06-09","","","","","","","","0000-00-00"
"lattaiv01w","Ivory","","Latta","","Ivory Latta","","","G","0","0","66","143","North Carolina","","1984-09-24","","","","York","McConnells","SC","USA","0000-00-00"
"lavenja01w","Jantel","","Lavender","","Jantel Lavender","","","C","0","0","76","185","Ohio State","","1988-11-12","Cleveland","OH","USA","Central Catholic","Cleveland","OH","USA","0000-00-00"
"lawsoed01w","Edwige","","Lawson-Wade","","Edwige Lawson-Wade","","","G","0","0","66","130","","","1979-05-14","Rennes","","FRA","","","","","0000-00-00"
"lawsoka01w","Kara","Maria","Lawson","","Kara Lawson","","","G","0","0","69","165","Tennessee","","1981-02-14","Alexandria","VA","USA","West Springfield","Springfield","VA","USA","0000-00-00"
"laydefr99w","Frank","","Layden","","Frank Layden","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"lazicka01w","Katarina","","Lazic","","Katarina Lazic","","","F-C","0","0","70","147","","","1980-05-25","","","","","","","","0000-00-00"
"lehnish01w","Shalee","","Lehning","","Shalee Lehning","","","G","0","0","69","147","Kansas State","","1986-10-27","","","","","","","","0000-00-00"
"lennobe01w","Betty","","Lennox","","Betty Lennox","","","G","0","0","68","143","Louisiana Tech","","1976-12-04","","","","","","","","0000-00-00"
"leslili01w","Lisa","Deshawn","Leslie","","Lisa Leslie","Lisa Lockwood","","C","0","0","77","170","USC","","1972-07-07","Gardena","CA","USA","","","","","0000-00-00"
"leuchye01w","Yelena","Stepanovna","Leuchanka","","Yelena Leuchanka","","","C","0","0","77","195","West Virginia","","1983-04-30","Gomel","BLR","URS","","","","","0000-00-00"
"levanni01w","Nicole","","Levandusky","","Nicole Levandusky","","","G","0","0","68","163","Xavier","","1979-05-17","","","","","","","","0000-00-00"
"levesni01w","Nicole","","Levesque","","Nicole Levesque","Nicole Andres","","G","0","0","63","115","Wake Forest","","1972-04-11","","","","","","","","0000-00-00"
"lewisji99w","Jim","","Lewis","","Jim Lewis","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"lewista01w","Takeisha","","Lewis","","Takeisha Lewis","","","F-C","0","0","74","212","Louisiana Tech","","1979-07-10","","","","Pineview","Lisbon","LA","USA","0000-00-00"
"lewisty01w","Tynesha","","Lewis","","Tynesha Lewis","","","G","0","0","70","152","North Carolina State","","1979-05-08","","","","","","","","0000-00-00"
"liebena01w","Nancy","Lizabeth","Lieberman-Cline","","Nancy Lieberman-Cline","","Flame,Lady Magic","G","0","0","70","150","Old Dominion","","1958-07-01","Brooklyn","NY","USA","Far Rockaway","Far Rockaway","NY","USA","0000-00-00"
"lilleta01w","Taylor","Paige","Lilley","","Taylor Lilley","","","G","0","0","66","130","Oregon","","1988-02-29","Van Nuys","CA","USA","Hart","Newhall","CA","USA","0000-00-00"
"listr01w","Tracy","","Lis","","Tracy Lis","","","G-F","0","0","70","0","Providence","","0000-00-00","","","","","","","","0000-00-00"
"littlca01w","Camille","","Little","","Camille Little","","","F","0","0","74","180","North Carolina","","1985-01-18","","","","Carver","Winston-Salem","NC","USA","0000-00-00"
"lloydan01w","Andrea","Lane","Lloyd Curry","","Andrea Lloyd Curry","Andrea Curry","","F","0","0","74","175","Texas","","1965-02-09","Moscow","ID","USA","","","","","0000-00-00"
"lobore01w","Rebecca","Rose","Lobo","","Rebecca Lobo","","","F","0","0","76","190","Connecticut","","1973-10-06","Hartford","CT","USA","","","","","0000-00-00"
"lovelst01w","Stacey","","Lovelace","","Stacey Lovelace","","","F","0","0","76","170","Purdue","","1974-12-05","","","","","","","","0000-00-00"
"lowreja99w","Jan","","Lowrey","","Jan Lowrey","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"luckepa01w","Pat","","Luckey","","Pat Luckey","","","F","0","0","73","165","Houston","","1975-05-14","","","","San Marcos","San Marcos","TX","USA","0000-00-00"
"luzhe01w","Helen","Cristina Santos","Luz","","Helen Luz","","","G","0","0","68","144","","","1972-11-23","Aracatuba","SPL","BRA","","","","","0000-00-00"
"lyttlsa01w","Sancho","","Lyttle","","Sancho Lyttle","","","F","0","0","76","175","Houston","","1983-09-20","","","","","","","","0000-00-00"
"mabikmw01w","Mwadi","Marie","Mabika","","Mwadi Mabika","","","G-F","0","0","71","165","","","1976-07-27","Kinshasa","","ZAI","","","","","0000-00-00"
"macchla01w","Laura","","Macchi","","Laura Macchi","","","F","0","0","73","169","","","1979-05-24","","","","","","","","0000-00-00"
"machacl01w","Clarisse","","Machanguana","","Clarisse Machanguana","","","C-F","0","0","77","180","Old Dominion","","1976-10-04","","","","","","","","0000-00-00"
"maherto99w","Tom","","Maher","","Tom Maher","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"mahonme01w","Megan","Marie","Mahoney","","Megan Mahoney","","","F","0","0","72","160","Kansas State","","1983-02-13","","","","Sturgis Brown","Sturgis","SD","USA","0000-00-00"
"mahonsh01w","Shea","","Mahoney","","Shea Mahoney","","","F","0","0","76","178","Western Kentucky","","1977-07-03","","","","","","","","0000-00-00"
"mahorri01w","Rick","","Mahorn","","Rick Mahorn","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"maigaha01w","Hamchetou","","Maiga-Ba","","Hamchetou Maiga-Ba","","","G-F","0","0","73","160","Old Dominion","","1978-04-25","Bamako","","MLI","","","","","0000-00-00"
"malcona01w","Nadine","","Malcolm","","Nadine Malcolm","","","F","0","0","73","170","Providence","","1975-11-27","","","","","","","","0000-00-00"
"malloam01w","Amy","","Mallon","","Amy Mallon","","","G","0","0","64","148","St. Joseph's","","1970-04-21","","","","","","","","0000-00-00"
"malloso01w","Sonja","","Mallory","","Sonja Mallory","","","C","0","0","77","210","Georgia Tech","","1981-09-02","","","","","","","","0000-00-00"
"maltsev01w","Evanthia","","Maltsi","","Evanthia Maltsi","","","G","0","0","71","165","","","1978-12-20","Goumenissa","","GRE","","","","","0000-00-00"
"mannish01w","Sharon","","Manning","","Sharon Manning","","","F-C","0","0","75","186","North Carolina State","","1969-03-20","","","","","","","","0000-00-00"
"mannkr01w","Kristen","","Mann","","Kristen Mann","","","F","0","0","73","185","UC Santa Barbara","","1983-08-10","","","","","","","","0000-00-00"
"mapprh01w","Rhonda","","Mapp","","Rhonda Mapp","","","C","0","0","74","190","North Carolina State","","1969-10-13","","","","","","","","0000-00-00"
"marcimi01w","Michelle","","Marciniak","","Michelle Marciniak","","","G","0","0","70","154","Tennessee","","1973-10-29","","","","","","","","0000-00-00"
"margiga01w","Gabriela","","Marginean","","Gabriela Marginean","","","F","0","0","73","164","Drexel","","1987-02-12","Cluj-Napoca","","ROM","","","","","0000-00-00"
"martima01w","Maylana","","Martin","","Maylana Martin","","","F","0","0","76","172","UCLA","","1978-04-17","","","","","","","","0000-00-00"
"martinu01w","Nuria","","Martinez Prat","","Nuria Martinez","","","G","0","0","69","167","","","1984-02-29","Mataro,Barcelona","","ESP","","","","","0000-00-00"
"mascira01w","Raffaella","","Masciadri","","Raffaella Masciadri","","","F","0","0","72","169","","","1980-09-30","","","","","","","","0000-00-00"
"maslemi01w","Missy","","Masley","","Missy Masley","Missy Steck","","F","0","0","74","170","Penn State","","1974-10-10","","","","","","","","0000-00-00"
"matteca01w","Caity","","Matter","","Caity Matter","","","G","0","0","69","167","Ohio State","","1982-08-22","","","","","","","","0000-00-00"
"matteka01w","Katie","","Feenstra Mattera","","Katie Feenstra Mattera","Katie Mattera","","C","0","0","80","240","Liberty","","1982-11-17","","","","","","","","0000-00-00"
"maxwean01w","Anita","","Maxwell","","Anita Maxwell","","","F","0","0","71","186","New Mexico State","","1974-04-07","","","","","","","","0000-00-00"
"maxwemo01w","Monica","","Maxwell","","Monica Maxwell","","","F","0","0","69","162","Louisiana Tech","","1976-12-21","","","","","","","","0000-00-00"
"maytuet01w","Etta","V.","Maytubby","","Etta Maytubby","","","F","0","0","72","0","Oklahoma","","1973-04-28","","","","","","","","0000-00-00"
"mazzake01w","Kelly","","Mazzante","","Kelly Mazzante","","","G","0","0","72","155","Penn State","","1982-02-02","","","","","","","","0000-00-00"
"mccaibr01w","Brandi","","McCain","","Brandi McCain","","","G","0","0","63","135","Florida","","1979-09-21","","","","Silsbee","Silsbee","TX","USA","0000-00-00"
"mccaiti01w","Tiffany","","McCain","","Tiffany McCain","","","G-F","0","0","70","167","Kentucky","","1976-10-06","","","","","","","","0000-00-00"
"mccanra01w","Rashanda","Chanee'","McCants","","Rashanda McCants","","","F","0","0","73","161","North Carolina","","1986-11-17","","","","Asheville","Asheville","NC","USA","0000-00-00"
"mccarja01w","Janel","","McCarville","","Janel McCarville","","","C","0","0","74","205","Minnesota","","1982-11-03","","","","","","","","0000-00-00"
"mccarjo01w","Joanne","","McCarthy","","Joanne McCarthy","","","G","0","0","67","130","Illinois-Chicago","","1974-10-26","Chicago","IL","USA","","","","","0000-00-00"
"mccarst01w","Stephanie","","McCarty","","Stephanie McCarty","","","G-F","0","0","69","155","Purdue","","1977-06-20","","","","","","","","0000-00-00"
"mcclaka01w","Katrina","Felicia","McClain","","Katrina McClain","Katrina McClain Johnson","","F-C","0","0","74","180","Georgia","","1965-09-19","Washington","DC","USA","","","","","0000-00-00"
"mcconsu01w","Suzanne","Theresa","McConnell Serio","","Suzie McConnell Serio","","Suzie","G","0","0","65","125","Penn State","","1966-07-29","Pittsburgh","PA","USA","","","","","0000-00-00"
"mccouan01w","Angel","Lajuane","McCoughtry","","Angel McCoughtry","","","F","0","0","73","160","Louisville","","1986-09-10","Baltimore","MD","USA","","","","","0000-00-00"
"mccrada01w","Danielle","","McCray","","Danielle McCray","","","G-F","0","0","71","170","Kansas","","1987-10-08","Boynton Beach","FL","USA","Olathe East","Olathe","KS","USA","0000-00-00"
"mccrani01w","Nikki","K.","McCray","","Nikki McCray","","","G","0","0","71","158","Tennessee","","1971-12-11","Collierville","TN","USA","","","","","0000-00-00"
"mccrini01w","Nicky","","McCrimmon","","Nicky McCrimmon","","","G","0","0","68","125","USC","","1972-03-22","","","","","","","","0000-00-00"
"mcculda01w","Danielle","","McCulley","","Danielle McCulley","","","F-C","0","0","75","180","Western Kentucky","","1975-01-18","","","","","","","","0000-00-00"
"mcgeepa01w","Pamela","Denise","McGee","","Pamela McGee","","","C-F","0","0","75","200","USC","","1962-12-01","Flint","MI","USA","","","","","0000-00-00"
"mcgheca01w","Carla","Renee","McGhee","","Carla McGhee","","","F-C","0","0","73","179","Tennessee","","1968-03-06","Peoria","IL","USA","","","","","0000-00-00"
"mchugma99w","Maura","","McHugh","","Maura McHugh","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"mckivte01w","Teana","","Miller","","Teana Miller","","","C-F","0","0","75","220","Tulane","","1980-10-05","","","","","","","","0000-00-00"
"mcwilta01w","Taj","","McWilliams-Franklin","","Taj McWilliams-Franklin","","","F-C","0","0","74","188","St. Edwards","","1970-10-20","","","","","","","","0000-00-00"
"meadoma99w","Marynell","","Meadors","","Marynell Meadors","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"melvich01w","Chasity","","Melvin","","Chasity Melvin","","","C-F","0","0","75","185","North Carolina State","","1976-05-03","","","","","","","","0000-00-00"
"mendigi01w","Giuliana","","Mendiola","","Giuliana Mendiola","","","G","0","0","71","174","Washington","","1982-01-09","","","","","","","","0000-00-00"
"miaomi01w","Lijie","","Miao","","Miao Miao","","Miao Miao","G","0","0","71","153","","","1981-06-03","Harbin","","CHN","","","","","0000-00-00"
"millebr01w","Britany","","Miller","","Britany Miller","","","C","0","0","76","0","Florida State","","1987-08-10","","","","","","","","0000-00-00"
"millech99w","Cheryl","","Miller","","Cheryl Miller","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"milleco01w","Coco","","Miller","","Coco Miller","","","G","0","0","69","140","Georgia","","1978-09-06","","","","Rochester Mayo","Rochester","MN","USA","0000-00-00"
"milleke01w","Kelly","","Miller","","Kelly Miller","","","G","0","0","70","140","Georgia","","1978-09-06","","","","Rochester Mayo","Rochester","MN","USA","0000-00-00"
